danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track_id,track_name,track_source_playlist,track_artists_id,track_artists_name,track_artists_followers,track_artists_genres,track_artists_popularity,release_date,release_date_precision,popularity,generated_timestamp
0.759,0.538,8,-8.256,0,0.384,0.151,0.0,0.126,0.831,146.933,184490,4,7FGdjbZ32vMybPuP0IuE7d,Back in Blood (feat. Lil Durk),62y3BHKehWnb1hlaPclDAA,"5F1aAS1duwlzExnPs3l2Xe,3hcs9uc56yIGFCSy9leWe7",Pooh Shiesty|Lil Durk,1416868|6859221,memphis hip hop|southern hip hop|tennessee hip hop|trap|chicago drill|chicago rap|drill|hip hop|rap|trap,68|81,2021-02-05,day,73,2024-01-08
0.752,0.658,0,-6.297,1,0.342,0.0421,0.0,0.0927,0.387,151.951,213520,4,0k7wmahjkn389wAZdz19Cv,Drankin N Smokin,62y3BHKehWnb1hlaPclDAA,"1RyvyyTE3xzB2ZywiAwp0i,4O15NlyKLIASxsJ0PrXPfz",Future|Lil Uzi Vert,15692678|16484624,atl hip hop|hip hop|rap|southern hip hop|trap|hip hop|melodic rap|philly rap|rage rap|rap,88|85,2020-11-13,day,73,2024-01-08
0.873,0.575,10,-7.284,0,0.0702,0.0891,0.0,0.108,0.872,103.005,197031,4,4RKJRRd4VJfZWiqQTYsleE,Already Best Friends (feat. Chris Brown),62y3BHKehWnb1hlaPclDAA,"2LIk90788K0zvyj2JJVwkJ,7bXgB6jMjp9ATFy66eO08Z",Jack Harlow|Chris Brown,3376624|20955452,deep underground hip hop|kentucky hip hop|pop rap|rap|r&b|rap,84|86,2020-12-11,day,72,2024-01-08
0.907,0.393,4,-7.636,0,0.0539,0.451,1.35e-06,0.135,0.202,104.949,205458,4,3J8EOeKLTLXORtWPpOU5bE,Calling My Phone,62y3BHKehWnb1hlaPclDAA,"6jGMq4yGs7aQzuGsMgVgZR,4IVAbR2w4JJNJDDRFP3E83",Lil Tjay|6LACK,7762838|4574314,brooklyn drill|melodic rap|nyc rap|rap|atl hip hop|melodic rap|r&b|rap|trap,78|72,2021-04-02,day,81,2024-01-08
0.879,0.574,10,-5.602,0,0.391,0.519,8.76e-06,0.144,0.346,144.911,243463,4,03ERnTvSV5fy8WAyvA4uNP,Big Gangsta,62y3BHKehWnb1hlaPclDAA,1gPhS1zisyXr5dHTYZyiMe,Kevin Gates,6040529,baton rouge rap|rap|southern hip hop|trap,71,2021-03-26,day,65,2024-01-08
0.819,0.626,10,-4.574,0,0.202,0.00748,0.101,0.167,0.415,143.01,195906,4,5SWnsxjhdcEDc7LJjq9UHk,Runnin,62y3BHKehWnb1hlaPclDAA,"1URnnhqYAYcrqrcwql10ft,0iEtIxbK0KxaSlF7G42ZOp",21 Savage|Metro Boomin,16213669|6641993,atl hip hop|hip hop|rap|rap,89|87,2020-10-02,day,84,2024-01-08
0.709,0.548,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,83.995,160000,4,1tkg4EHVoqnhR6iFEXb60y,What You Know Bout Love,62y3BHKehWnb1hlaPclDAA,0eDvMgVFoNV3TpwtrVCoTj,Pop Smoke,13520053,brooklyn drill|rap,79,2020-07-03,day,82,2024-01-08
0.69,0.514,8,-11.81,0,0.328,0.0975,0.497,0.346,0.307,72.791,191209,4,1xqRKo0SDFDO5Jy8yEVD0X,ROLLIN N CONTROLLIN FREESTYLE,62y3BHKehWnb1hlaPclDAA,22hWz22JAmIhIEp0u1X01L,DUSTY LOCANE,418015,new york drill,59,2020-08-07,day,61,2024-01-08
0.725,0.713,4,-6.173,0,0.187,0.127,0.0,0.617,0.207,65.988,148421,4,2cnKST6T9qUo2i907lm8zX,a m a r i,62y3BHKehWnb1hlaPclDAA,6l3HvQ5sa6mXTsMTB19rO5,J. Cole,22394288,conscious hip hop|hip hop|north carolina hip hop|rap,86,2021-05-14,day,76,2024-01-08
0.781,0.726,0,-4.213,1,0.0836,0.0299,0.0,0.093,0.436,139.988,181714,4,26UxwWl9xCb83OynXELJcL,Masterpiece,62y3BHKehWnb1hlaPclDAA,4r63FhuTkUYltbVAg5TQnk,DaBaby,11554890,hip hop|north carolina hip hop|pop rap|rap|trap,78,2021-01-15,day,68,2024-01-08
0.77,0.637,1,-5.53,1,0.345,0.103,0.0,0.171,0.431,94.966,383037,4,4FRW5Nza1Ym91BGV4nFWXI,Lemon Pepper Freestyle (feat. Rick Ross),62y3BHKehWnb1hlaPclDAA,"3TVXtAsR1Inumwj472S9r4,1sBkRIssrMs1AbVkOJbc7a",Drake|Rick Ross,83626299|7103142,canadian hip hop|canadian pop|hip hop|pop rap|rap|dirty south rap|gangster rap|hip hop|rap|southern hip hop|trap,96|76,2021-03-05,day,68,2024-01-08
0.953,0.621,8,-7.638,0,0.221,0.017,0.0,0.0398,0.883,123.016,152333,4,6755DFiZ7CWe2WMdTGW5C1,Ski,62y3BHKehWnb1hlaPclDAA,"1xr2G8Hlx4QWmT9HaUbmoO,50co4Is1HCEo8bhOyUWKpn,2hlmm7s2ICUX0LVIhVFlZQ",Young Stoner Life|Young Thug|Gunna,136899|9355686|6520604,pop rap|atl hip hop|atl trap|gangster rap|melodic rap|rap|trap|atl hip hop|melodic rap|rap|trap,60|83|84,2021-04-16,day,69,2024-01-08
0.856,0.564,6,-6.295,0,0.392,0.00327,0.0,0.134,0.483,77.972,135960,4,4Iedi94TIaB2GGb1nMB68v,On Me,62y3BHKehWnb1hlaPclDAA,5f7VJjfbwm532GiveGC0ZK,Lil Baby,16366093,atl hip hop|atl trap|rap|trap,86,2020-12-04,day,77,2024-01-08
0.827,0.394,11,-10.073,1,0.559,0.253,0.0,0.12,0.715,157.0,192880,4,5A4WcRuy0FFEAC5pAK43oa,No More Parties - Remix,62y3BHKehWnb1hlaPclDAA,"6AMd49uBDJfhf30Ak2QR5s,3hcs9uc56yIGFCSy9leWe7",Coi Leray|Lil Durk,700715|6859221,new jersey underground rap|trap queen|chicago drill|chicago rap|drill|hip hop|rap|trap,73|81,2021-02-19,day,52,2024-01-08
0.565,0.467,5,-7.663,0,0.334,0.365,0.0,0.158,0.46,81.641,221424,1,4gajtLMenMT5vuJRUwzftk,You're Mines Still,62y3BHKehWnb1hlaPclDAA,3KNIG74xSTc3dj0TRy7pGX,Yung Bleu,1459654,alabama rap|trap,63,2020-10-02,day,41,2024-01-08
0.82,0.592,1,-7.002,1,0.29,0.0149,4.71e-06,0.121,0.4,159.98,196180,4,7fEoXCZTZFosUFvFQg1BmW,Took Her To The O,62y3BHKehWnb1hlaPclDAA,6QtgPSJPSzcnn7dPZ4VINp,King Von,3799451,chicago rap,75,2020-03-06,day,82,2024-01-08
0.868,0.638,2,-7.746,1,0.0736,0.146,0.0565,0.0931,0.459,126.03,182857,4,0xUvi7wldroBzaZCengPa5,24 (feat. Lil Baby),62y3BHKehWnb1hlaPclDAA,"3Rx4PJ7SP6unkOk5elPUK7,5f7VJjfbwm532GiveGC0ZK",Money Man|Lil Baby,585351|16366093,memphis hip hop|southern hip hop|trap|atl hip hop|atl trap|rap|trap,68|86,2020-08-21,day,73,2024-01-08
0.926,0.542,1,-5.064,1,0.293,0.135,0.0,0.0877,0.564,135.14,181929,4,6gxKUmycQX7uyMwJcweFjp,We Paid (feat. 42 Dugg),62y3BHKehWnb1hlaPclDAA,"5f7VJjfbwm532GiveGC0ZK,45gHcnDnMC15sgx3VL7ROG",Lil Baby|42 Dugg,16366093|983345,atl hip hop|atl trap|rap|trap|detroit trap|southern hip hop|trap,86|70,2020-05-01,day,76,2024-01-08
0.887,0.606,2,-6.572,1,0.324,0.000407,0.0,0.151,0.272,139.995,210699,4,6eVxH9Kyanzrw636zJRPcw,Errbody,62y3BHKehWnb1hlaPclDAA,5f7VJjfbwm532GiveGC0ZK,Lil Baby,16366093,atl hip hop|atl trap|rap|trap,86,2020-12-03,day,59,2024-01-08
0.905,0.647,10,-5.065,0,0.107,0.0187,0.0,0.282,0.367,130.97,190534,4,2r6OAV3WsYtXuXjvJ1lIDi,Hello (feat. A Boogie Wit da Hoodie),62y3BHKehWnb1hlaPclDAA,"0eDvMgVFoNV3TpwtrVCoTj,31W5EY0aAly4Qieq6OFu6I",Pop Smoke|A Boogie Wit da Hoodie,13520053|7919751,brooklyn drill|rap|melodic rap|rap|trap,79|79,2020-07-20,day,77,2024-01-08
0.913,0.625,10,-6.901,0,0.334,0.0168,0.0,0.125,0.298,126.915,177704,4,13VXVxePp4NUiXwtmQ0viz,Said Sum (feat. City Girls & DaBaby) - Remix,62y3BHKehWnb1hlaPclDAA,"3tJoFztHeIJkJWMrx0td2f,37hAfseJWi0G3Scife12Il,4r63FhuTkUYltbVAg5TQnk",Moneybagg Yo|City Girls|DaBaby,4237863|2463009|11554890,memphis hip hop|rap|southern hip hop|tennessee hip hop|trap|scam rap|trap queen|hip hop|north carolina hip hop|pop rap|rap|trap,74|64|78,2020-09-18,day,58,2024-01-08
0.877,0.517,2,-5.426,0,0.0706,0.217,0.0,0.143,0.255,119.996,162053,4,5BbdKBZO0TH0GhfxUfyhL9,Freestyle,62y3BHKehWnb1hlaPclDAA,5f7VJjfbwm532GiveGC0ZK,Lil Baby,16366093,atl hip hop|atl trap|rap|trap,86,2017-12-01,day,85,2024-01-08
0.548,0.732,11,-5.652,0,0.336,0.125,0.0,0.269,0.612,142.791,127547,4,792HwhrdO3ErRKL5yRe4Ge,Invincible,62y3BHKehWnb1hlaPclDAA,0eDvMgVFoNV3TpwtrVCoTj,Pop Smoke,13520053,brooklyn drill|rap,79,2020-02-07,day,80,2024-01-08
0.849,0.536,1,-7.307,1,0.349,0.0239,0.0,0.126,0.308,141.964,122587,4,4Z5FyQlevoHoa5FsIVKZju,PRACTICE,62y3BHKehWnb1hlaPclDAA,4r63FhuTkUYltbVAg5TQnk,DaBaby,11554890,hip hop|north carolina hip hop|pop rap|rap|trap,78,2020-08-04,day,63,2024-01-08
0.792,0.793,5,-6.185,0,0.0841,0.0872,0.0,0.22,0.775,123.031,156578,4,3w1WjD2zJqjBjDz5fwqQPJ,Tyler Herro,62y3BHKehWnb1hlaPclDAA,2LIk90788K0zvyj2JJVwkJ,Jack Harlow,3376624,deep underground hip hop|kentucky hip hop|pop rap|rap,84,2020-12-11,day,79,2024-01-08
0.912,0.608,1,-7.686,1,0.397,0.0458,0.0,0.248,0.327,136.994,136900,4,0YrKSfpvflYnLSBd4Jtu6J,Time Today,62y3BHKehWnb1hlaPclDAA,3tJoFztHeIJkJWMrx0td2f,Moneybagg Yo,4237863,memphis hip hop|rap|southern hip hop|tennessee hip hop|trap,74,2021-04-23,day,74,2024-01-08
0.774,0.412,1,-8.619,1,0.378,0.026,0.0,0.088,0.38,139.943,116760,4,5byWPNSh2hi0ULmDxBgLyV,BIG PURR (Prrdd) (feat. Pooh Shiesty),62y3BHKehWnb1hlaPclDAA,"6AMd49uBDJfhf30Ak2QR5s,5F1aAS1duwlzExnPs3l2Xe",Coi Leray|Pooh Shiesty,700715|1416868,new jersey underground rap|trap queen|memphis hip hop|southern hip hop|tennessee hip hop|trap,73|68,2021-03-26,day,51,2024-01-08
0.757,0.721,4,-2.906,0,0.0691,0.00196,0.0,0.647,0.364,124.036,165366,4,20GrahbI4AzAOWxpYfDKkf,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)",62y3BHKehWnb1hlaPclDAA,"0QHgL1lAIqAw0HtD7YldmP,246dkjvS1zLTtiykXe5h60,4r63FhuTkUYltbVAg5TQnk,181bsRPaVXVlUKXrxwZfHK,5f7VJjfbwm532GiveGC0ZK",DJ Khaled|Post Malone|DaBaby|Megan Thee Stallion|Lil Baby,10860995|43068815|11554890|8371603|16366093,hip hop|miami hip hop|pop rap|rap|dfw rap|melodic rap|pop|rap|hip hop|north carolina hip hop|pop rap|rap|trap|houston rap|pop|r&b|rap|trap queen|atl hip hop|atl trap|rap|trap,74|87|78|77|86,2021-04-30,day,62,2024-01-08
0.799,0.472,10,-7.382,0,0.19,0.273,0.0,0.11,0.331,133.975,129176,4,55rDa8pEd81hF1gjfxPFS5,So High,62y3BHKehWnb1hlaPclDAA,2jjwU3K1YCFCzDQ9i5rmV3,Jailyn,61,,0,2019-10-11,day,0,2024-01-08
0.768,0.62,2,-7.399,1,0.0658,0.139,0.0,0.521,0.589,132.035,225960,4,3mTpegrOwRn0oJjv4TSbEE,Can't Get Enough,62y3BHKehWnb1hlaPclDAA,"6l3HvQ5sa6mXTsMTB19rO5,2iojnBLj0qIMiKPvVhLnsH",J. Cole|Trey Songz,22394288|7381157,conscious hip hop|hip hop|north carolina hip hop|rap|dance pop|r&b|southern hip hop|trap|urban contemporary,86|68,2011-09-27,day,72,2024-01-08
0.529,0.673,0,-4.711,1,0.175,0.000307,2.41e-06,0.093,0.366,165.921,218365,4,3F5CgOj3wFlRv51JsHbxhe,Jimmy Cooks (feat. 21 Savage),62y3BHKehWnb1hlaPclDAA,"3TVXtAsR1Inumwj472S9r4,1URnnhqYAYcrqrcwql10ft",Drake|21 Savage,83626299|16213669,canadian hip hop|canadian pop|hip hop|pop rap|rap|atl hip hop|hip hop|rap,96|89,2022-06-17,day,89,2024-01-08
0.859,0.548,10,-6.59,0,0.197,0.041,0.0,0.204,0.112,127.958,165581,4,1qA7crrPzO702kDZgRAhyk,HOTEL LOBBY (Unc & Phew) - A COLORS SHOW,62y3BHKehWnb1hlaPclDAA,"0VRj0yCOv2FXJNP47XQnx5,3EW0kQ1skZiK1NHg3Spt9J",Quavo|Takeoff,7128651|1651428,atl hip hop|melodic rap|rap|trap|atl hip hop|rap|trap,77|69,2022-06-18,day,66,2024-01-08
0.883,0.657,8,-5.748,1,0.305,0.0603,0.0,0.128,0.284,124.992,172933,4,1qMMYpVatbRITKCfq1gasi,PUFFIN ON ZOOTIEZ,62y3BHKehWnb1hlaPclDAA,1RyvyyTE3xzB2ZywiAwp0i,Future,15692678,atl hip hop|hip hop|rap|southern hip hop|trap,88,2022-04-29,day,82,2024-01-08
0.821,0.636,11,-4.479,1,0.169,0.142,0.0,0.233,0.163,127.961,142657,4,0QNNd0qMCDbraS1nQPg3aA,HOTEL LOBBY (Unc & Phew),62y3BHKehWnb1hlaPclDAA,"0VRj0yCOv2FXJNP47XQnx5,3EW0kQ1skZiK1NHg3Spt9J",Quavo|Takeoff,7128651|1651428,atl hip hop|melodic rap|rap|trap|atl hip hop|rap|trap,77|69,2022-05-20,day,73,2024-01-08
0.71,0.522,11,-9.102,1,0.36,0.615,0.0,0.11,0.37,96.448,309327,4,3EMp20j5E42MxfFbsEsIvD,Churchill Downs (feat. Drake),62y3BHKehWnb1hlaPclDAA,"2LIk90788K0zvyj2JJVwkJ,3TVXtAsR1Inumwj472S9r4",Jack Harlow|Drake,3376624|83626299,deep underground hip hop|kentucky hip hop|pop rap|rap|canadian hip hop|canadian pop|hip hop|pop rap|rap,84|96,2022-05-06,day,72,2024-01-08
0.852,0.421,10,-9.153,0,0.208,0.428,2.28e-06,0.106,0.457,95.977,202285,4,1QPreu0BNOrUfEb8HTd2qG,Rich Spirit,62y3BHKehWnb1hlaPclDAA,2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,26526500,conscious hip hop|hip hop|rap|west coast rap,87,2022-05-13,day,77,2024-01-08
0.911,0.573,2,-5.573,1,0.163,0.0112,5.83e-05,0.131,0.145,144.026,271840,4,0AAVJIN4plafvmNKqRCltG,I'M DAT N****,62y3BHKehWnb1hlaPclDAA,1RyvyyTE3xzB2ZywiAwp0i,Future,15692678,atl hip hop|hip hop|rap|southern hip hop|trap,88,2022-04-29,day,65,2024-01-08
0.773,0.707,11,-5.71,1,0.0568,0.0103,1.04e-05,0.296,0.113,76.977,236187,4,6wyhUr4Xw8z5uSy0AhoZfU,I'M ON ONE (feat. Drake),62y3BHKehWnb1hlaPclDAA,"1RyvyyTE3xzB2ZywiAwp0i,3TVXtAsR1Inumwj472S9r4",Future|Drake,15692678|83626299,atl hip hop|hip hop|rap|southern hip hop|trap|canadian hip hop|canadian pop|hip hop|pop rap|rap,88|96,2022-04-29,day,68,2024-01-08
0.833,0.652,11,-6.942,1,0.0762,0.00161,0.0985,0.106,0.405,158.022,135053,4,0LnS7aOdOdI1dNKZqdOLz4,Dua Lipa,62y3BHKehWnb1hlaPclDAA,2LIk90788K0zvyj2JJVwkJ,Jack Harlow,3376624,deep underground hip hop|kentucky hip hop|pop rap|rap,84,2022-05-06,day,72,2024-01-08
0.824,0.583,1,-6.537,1,0.147,0.00253,0.0,0.266,0.154,147.496,235501,4,0b7UwotRCrS7qBoLDjfvSY,U-Digg (feat. 42 Dugg & Veeze),62y3BHKehWnb1hlaPclDAA,"5f7VJjfbwm532GiveGC0ZK,45gHcnDnMC15sgx3VL7ROG,0B3kMiB21aPQlKumGDr4c7",Lil Baby|42 Dugg|Veeze,16366093|983345|127567,atl hip hop|atl trap|rap|trap|detroit trap|southern hip hop|trap|detroit hip hop|scam rap,86|70|63,2022-06-17,day,62,2024-01-08
0.878,0.685,9,-5.28,1,0.225,0.00152,0.0,0.0753,0.523,157.003,211649,4,3uJFmluXzYedoJcvhpC1AW,Hot Shit (feat. Ye & Lil Durk),62y3BHKehWnb1hlaPclDAA,"4kYSro6naA4h99UJvo89HB,5K4W6rqBFWDnAN6FQUkS6x,3hcs9uc56yIGFCSy9leWe7",Cardi B|Kanye West|Lil Durk,22993357|22986248|6859221,pop|rap|chicago rap|hip hop|rap|chicago drill|chicago rap|drill|hip hop|rap|trap,78|91|81,2022-07-01,day,65,2024-01-08
0.643,0.605,4,-5.968,0,0.297,0.0336,0.0,0.112,0.145,84.216,200471,4,3ihIZrJreMJPjQdNLrEXnP,In A Minute,62y3BHKehWnb1hlaPclDAA,5f7VJjfbwm532GiveGC0ZK,Lil Baby,16366093,atl hip hop|atl trap|rap|trap,86,2022-04-07,day,67,2024-01-08
0.672,0.58,2,-5.66,1,0.234,0.0934,0.0,0.103,0.116,111.55,177731,3,5gcsJvWzuPMeJBQYdiO0RS,Step 1 (with Offset),62y3BHKehWnb1hlaPclDAA,"7FOQfJbC3e4GNoheojERnF,4DdkRBBYG6Yk9Ka8tdJ9BW",SleazyWorld Go|Offset,302140|3501668,rva drill|atl hip hop|hip hop|pop rap|rap|trap,63|79,2022-06-17,day,55,2024-01-08
0.824,0.577,2,-9.443,1,0.357,0.0109,0.0,0.107,0.442,154.081,159927,4,0VlpgNPHWCyh8xxLcaK2fp,Petty Too (feat. Future),62y3BHKehWnb1hlaPclDAA,"3hcs9uc56yIGFCSy9leWe7,1RyvyyTE3xzB2ZywiAwp0i",Lil Durk|Future,6859221|15692678,chicago drill|chicago rap|drill|hip hop|rap|trap|atl hip hop|hip hop|rap|southern hip hop|trap,81|88,2022-03-11,day,65,2024-01-08
0.514,0.65,6,-8.867,1,0.499,0.138,0.0,0.103,0.236,127.428,179149,5,19n0UZuW8AArMVWNztoXu9,Frozen,62y3BHKehWnb1hlaPclDAA,5f7VJjfbwm532GiveGC0ZK,Lil Baby,16366093,atl hip hop|atl trap|rap|trap,86,2022-04-28,day,60,2024-01-08
0.789,0.71,5,-6.165,0,0.0681,0.128,0.0,0.112,0.188,138.033,183187,4,32ny2YtiR7zKi7PBjiQ5Iy,Real Talk,62y3BHKehWnb1hlaPclDAA,757aE44tKEUQEqRuT6GnEB,Roddy Ricch,10179420,melodic rap|rap|trap,76,2022-06-24,day,56,2024-01-08
0.718,0.607,5,-7.307,0,0.185,0.00227,1.32e-06,0.299,0.499,144.93,226362,4,5tLdDm1cVYAH2kk7TyjmdW,Thump Shit,62y3BHKehWnb1hlaPclDAA,"45gHcnDnMC15sgx3VL7ROG,4FlG0V0jhLO4qGpayFOphj",42 Dugg|EST Gee,983345|520190,detroit trap|southern hip hop|trap|kentucky hip hop|memphis hip hop|southern hip hop,70|65,2022-04-08,day,60,2024-01-08
0.801,0.601,8,-7.574,0,0.255,0.0777,3.23e-05,0.145,0.74,159.969,182907,4,0hquQWY3xvYqN4qtiquniF,Vegas (From the Original Motion Picture Soundtrack ELVIS),62y3BHKehWnb1hlaPclDAA,5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,28123408,dance pop|pop,87,2022-05-06,day,80,2024-01-08
0.883,0.599,11,-5.551,1,0.248,0.0177,0.0,0.179,0.413,142.976,183011,4,6kK6Tz8esTt3pqSaNiM1qB,Woah,62y3BHKehWnb1hlaPclDAA,5f7VJjfbwm532GiveGC0ZK,Lil Baby,16366093,atl hip hop|atl trap|rap|trap,86,2020-10-01,day,51,2024-01-08
0.785,0.652,0,-2.607,1,0.0668,0.102,0.0,0.0697,0.484,170.024,203093,4,7f5trao56t7sB7f14QDTmp,Juicy,62y3BHKehWnb1hlaPclDAA,"5cj0lLjcoR7YOSnhnX0Po5,5LHRHt1k9lMyONurDHEdrp",Doja Cat|Tyga,28123408|6848796,dance pop|pop|hip hop|pop rap|rap|trap,87|78,2019-11-07,day,72,2024-01-08
0.688,0.716,7,-5.702,1,0.0385,0.0969,0.0,0.0989,0.373,116.912,284480,3,3aA6xB0tOilDDX17fIJ0Bl,Freak,62y3BHKehWnb1hlaPclDAA,5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,28123408,dance pop|pop,87,2020-08-07,day,71,2024-01-08
0.912,0.655,8,-6.029,0,0.162,0.315,3.39e-05,0.0894,0.793,91.942,138293,4,0W6I02J9xcqK8MtSeosEXb,Get Into It (Yuh),62y3BHKehWnb1hlaPclDAA,5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,28123408,dance pop|pop,87,2021-06-25,day,78,2024-01-08
0.877,0.444,8,-7.547,1,0.172,0.24,0.0,0.169,0.658,129.06,165527,4,1cEhrSF6EylAEqdhUGuNpX,LET IT GO (feat. Justin Bieber & 21 Savage),62y3BHKehWnb1hlaPclDAA,"0QHgL1lAIqAw0HtD7YldmP,1URnnhqYAYcrqrcwql10ft,1uNFoZAHBGtllmzznpCI3s",DJ Khaled|21 Savage|Justin Bieber,10860995|16213669|74461349,hip hop|miami hip hop|pop rap|rap|atl hip hop|hip hop|rap|canadian pop|pop,74|89|89,2021-04-30,day,62,2024-01-08
0.786,0.637,2,-6.608,1,0.338,0.037,0.0,0.316,0.426,79.986,231085,4,6Bl1k7SZTP5gkfLPjkIwtx,"Steppers (with Yo Gotti, Moneybagg Yo, 42 Dugg feat. EST Gee, Mozzy, Blac Youngsta, CMG The Label)",62y3BHKehWnb1hlaPclDAA,"6Ha4aES39QiVjR0L2lwuwq,3tJoFztHeIJkJWMrx0td2f,45gHcnDnMC15sgx3VL7ROG,4FlG0V0jhLO4qGpayFOphj,4AA474G2hRfrHyGrfyDseO,41klVmDluQZmGGqoidNfbe,3rO1KMi81CCLjSjkImNtrA",Yo Gotti|Moneybagg Yo|42 Dugg|EST Gee|Mozzy|Blac Youngsta|CMG The Label,4353152|4237863|983345|520190|773088|1652350|9712,dirty south rap|gangster rap|memphis hip hop|rap|southern hip hop|tennessee hip hop|trap|memphis hip hop|rap|southern hip hop|tennessee hip hop|trap|detroit trap|southern hip hop|trap|kentucky hip hop|memphis hip hop|southern hip hop|cali rap|sacramento hip hop|memphis hip hop|southern hip hop|trap|,64|74|70|65|61|49|54,2022-07-07,day,52,2024-01-08
0.869,0.298,2,-12.076,1,0.386,0.2,0.0,0.0753,0.178,77.47,161355,4,5cx7vkF8BQ0iOsVpfvZbnz,Sleazy Flow (with Lil Baby) - Remix,62y3BHKehWnb1hlaPclDAA,"7FOQfJbC3e4GNoheojERnF,5f7VJjfbwm532GiveGC0ZK",SleazyWorld Go|Lil Baby,302140|16366093,rva drill|atl hip hop|atl trap|rap|trap,63|86,2022-05-26,day,68,2024-01-08
0.936,0.497,1,-7.185,1,0.41,0.0324,0.0,0.111,0.364,138.016,146732,4,30vAfL9Wyu2fu07vdbZ1Xt,See Wat I’m Sayin,62y3BHKehWnb1hlaPclDAA,"3tJoFztHeIJkJWMrx0td2f,3rO1KMi81CCLjSjkImNtrA",Moneybagg Yo|CMG The Label,4237863|9712,memphis hip hop|rap|southern hip hop|tennessee hip hop|trap|,74|54,2022-05-27,day,62,2024-01-08
0.629,0.608,2,-7.247,0,0.0771,0.0724,0.0,0.0874,0.413,103.021,221893,4,00I0pcNkN3IOX3fsYbaB4N,Infatuation,62y3BHKehWnb1hlaPclDAA,3EW0kQ1skZiK1NHg3Spt9J,Takeoff,1651428,atl hip hop|rap|trap,69,2018-11-02,day,58,2024-01-08
0.794,0.766,9,-3.894,0,0.0377,0.0135,0.0,0.0785,0.55,127.006,195873,4,7FAFkQQZFeNwOFzTrSDFIh,The Spins,62y3BHKehWnb1hlaPclDAA,4LLpKhyESsyAXpc4laK94U,Mac Miller,9922860,hip hop|pittsburgh rap|rap,81,2010-08-13,day,83,2024-01-08
0.681,0.63,1,-5.585,1,0.0385,0.00383,0.0,0.139,0.183,151.951,161053,4,3J4VKkUpLvomXJbn9ZAypO,Sharing Locations (feat. Lil Baby & Lil Durk),62y3BHKehWnb1hlaPclDAA,"20sxb77xiYeusSH8cVdatc,3hcs9uc56yIGFCSy9leWe7,5f7VJjfbwm532GiveGC0ZK",Meek Mill|Lil Durk|Lil Baby,7704881|6859221|16366093,hip hop|philly rap|pop rap|rap|southern hip hop|trap|chicago drill|chicago rap|drill|hip hop|rap|trap|atl hip hop|atl trap|rap|trap,73|81|86,2021-08-27,day,64,2024-01-08
0.823,0.443,2,-8.539,1,0.329,0.0768,0.0,0.156,0.389,140.048,193515,4,4i8qEsqa426Ctz6KRno3dA,Twerksum,62y3BHKehWnb1hlaPclDAA,5F1aAS1duwlzExnPs3l2Xe,Pooh Shiesty,1416868,memphis hip hop|southern hip hop|tennessee hip hop|trap,68,2020-09-10,day,47,2024-01-08
0.709,0.676,9,-7.369,1,0.329,0.162,0.0,0.349,0.68,144.067,205460,4,5X2I1TVUkchLBggRTCMYem,Slayerr,62y3BHKehWnb1hlaPclDAA,"5RMUeKq0dZxg9RHE1f0B9P,4O15NlyKLIASxsJ0PrXPfz",Tm88|Lil Uzi Vert,94207|16484624,atl trap|hip hop|melodic rap|philly rap|rage rap|rap,40|85,2019-06-21,day,54,2024-01-08
0.882,0.602,11,-5.554,1,0.245,0.0177,0.0,0.178,0.43,142.959,183011,4,598yNsG1JFrGd4n2kMoz7F,Woah,62y3BHKehWnb1hlaPclDAA,5f7VJjfbwm532GiveGC0ZK,Lil Baby,16366093,atl hip hop|atl trap|rap|trap,86,2019-11-08,day,65,2024-01-08
0.749,0.63,4,-6.652,0,0.116,0.0623,0.0,0.353,0.445,122.03,242027,4,2KLwPaRDOB87XOYAT2fgxh,Pussy & Millions (feat. Travis Scott),62y3BHKehWnb1hlaPclDAA,"3TVXtAsR1Inumwj472S9r4,1URnnhqYAYcrqrcwql10ft,0Y5tJX1MQlPlqiwlOH1tJY",Drake|21 Savage|Travis Scott,83626299|16213669|26203362,canadian hip hop|canadian pop|hip hop|pop rap|rap|atl hip hop|hip hop|rap|hip hop|rap|slap house,96|89|91,2022-11-04,day,79,2024-01-08
0.486,0.545,11,-7.924,1,0.0336,0.0652,0.00474,0.0642,0.0385,150.187,123891,4,4FyesJzVpA39hbYvcseO2d,Just Wanna Rock,62y3BHKehWnb1hlaPclDAA,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,16484624,hip hop|melodic rap|philly rap|rage rap|rap,85,2022-10-17,day,81,2024-01-08
